title,category,slug,noc_code,median_pay_annual,median_pay_hourly,entry_education,num_jobs_2023,projected_job_openings_2033,outlook_pct,outlook_desc,future_lmc,recent_lmc,url
Telecommunications line and cable installers and repairers,"Trades, transport and equipment operators",telecommunications-line-and-cable-installers-and-repairers,72204,53226,26.61,College diploma or apprenticeship (2+ years),10100,3000,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/16918/ca
Telecommunications equipment installation and cable television service technicians,"Trades, transport and equipment operators",telecommunications-equipment-installation-and-cable-television-service-technicians,72205,57563,28.78,College diploma or apprenticeship (2+ years),25900,10500,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/21416/ca
Plumbers,"Trades, transport and equipment operators",plumbers,72300,41304,20.65,College diploma or apprenticeship (2+ years),59900,22800,6,Moderate Shortage,Moderate risk of Shortage,Moderate signs of Shortage,https://www.jobbank.gc.ca/marketreport/summary-occupation/4747/ca
"Steamfitters, pipefitters and sprinkler system installers","Trades, transport and equipment operators",steamfitters-pipefitters-and-sprinkler-system-installers,72301,63266,31.63,College diploma or apprenticeship (2+ years),25800,6300,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/21460/ca
Gas fitters,"Trades, transport and equipment operators",gas-fitters,72302,42207,21.1,College diploma or apprenticeship (2+ years),5500,1400,6,Moderate Shortage,Moderate risk of Shortage,Moderate signs of Shortage,https://www.jobbank.gc.ca/marketreport/summary-occupation/16971/ca
Carpenters,"Trades, transport and equipment operators",carpenters,72310,33516,16.76,College diploma or apprenticeship (2+ years),132000,44700,12,Strong Shortage,Strong risk of Shortage,Strong signs of Shortage,https://www.jobbank.gc.ca/marketreport/summary-occupation/6388/ca
Cabinetmakers,"Trades, transport and equipment operators",cabinetmakers,72311,36390,18.2,College diploma or apprenticeship (2+ years),5200,1800,6,Moderate Shortage,Moderate risk of Shortage,Moderate signs of Shortage,https://www.jobbank.gc.ca/trend-analysis/search-occupations?searchKeyword=Cabinetmakers
Bricklayers,"Trades, transport and equipment operators",bricklayers,72320,36431,18.22,College diploma or apprenticeship (2+ years),10700,3300,6,Moderate Shortage,Moderate risk of Shortage,Moderate signs of Shortage,https://www.jobbank.gc.ca/marketreport/summary-occupation/6438/ca
Insulators,"Trades, transport and equipment operators",insulators,72321,42552,21.28,College diploma or apprenticeship (2+ years),9700,3300,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/17074/ca
Construction millwrights and industrial mechanics,"Trades, transport and equipment operators",construction-millwrights-and-industrial-mechanics,72400,70831,35.42,College diploma or apprenticeship (2+ years),88500,36000,6,Moderate Shortage,Moderate risk of Shortage,Moderate signs of Shortage,https://www.jobbank.gc.ca/marketreport/summary-occupation/14700/ca
Heavy-duty equipment mechanics,"Trades, transport and equipment operators",heavy-duty-equipment-mechanics,72401,76837,38.42,College diploma or apprenticeship (2+ years),70600,26500,12,Strong Shortage,Strong risk of Shortage,Strong signs of Shortage,https://www.jobbank.gc.ca/marketreport/summary-occupation/7468/ca
"Heating, refrigeration and air conditioning mechanics","Trades, transport and equipment operators",heating-refrigeration-and-air-conditioning-mechanics,72402,47318,23.66,College diploma or apprenticeship (2+ years),46100,21800,12,Strong Shortage,Strong risk of Shortage,Strong signs of Shortage,https://www.jobbank.gc.ca/marketreport/summary-occupation/27261/ca
Railway carmen/women,"Trades, transport and equipment operators",railway-carmen-women,72403,89544,44.77,College diploma or apprenticeship (2+ years),3100,900,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/trend-analysis/search-occupations?searchKeyword=Railway%20carmen/women
Aircraft mechanics and aircraft inspectors,"Trades, transport and equipment operators",aircraft-mechanics-and-aircraft-inspectors,72404,64580,32.29,College diploma or apprenticeship (2+ years),18500,9500,6,Moderate Shortage,Moderate risk of Shortage,Moderate signs of Shortage,https://www.jobbank.gc.ca/marketreport/summary-occupation/7611/ca
Machine fitters,"Trades, transport and equipment operators",machine-fitters,72405,59007,29.5,College diploma or apprenticeship (2+ years),,,,Undetermined,Undetermined,N/A,https://www.jobbank.gc.ca/marketreport/summary-occupation/7636/ca
Elevator constructors and mechanics,"Trades, transport and equipment operators",elevator-constructors-and-mechanics,72406,93581,46.79,College diploma or apprenticeship (2+ years),6000,2100,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/724/ca
"Automotive service technicians, truck and bus mechanics and mechanical repairers","Trades, transport and equipment operators",automotive-service-technicians-truck-and-bus-mechanics-and-mechanical-repairers,72410,41639,20.82,College diploma or apprenticeship (2+ years),140400,52600,6,Moderate Shortage,Moderate risk of Shortage,Moderate signs of Shortage,https://www.jobbank.gc.ca/marketreport/summary-occupation/14789/ca
"Auto body collision, refinishing and glass technicians and damage repair estimators","Trades, transport and equipment operators",auto-body-collision-refinishing-and-glass-technicians-and-damage-repair-estimators,72411,40261,20.13,College diploma or apprenticeship (2+ years),29700,9700,2,Balance,Balance,Moderate signs of Shortage,https://www.jobbank.gc.ca/marketreport/summary-occupation/7683/ca
Oil and solid fuel heating mechanics,"Trades, transport and equipment operators",oil-and-solid-fuel-heating-mechanics,72420,58507,29.25,College diploma or apprenticeship (2+ years),2100,1300,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/7702/ca
Appliance servicers and repairers,"Trades, transport and equipment operators",appliance-servicers-and-repairers,72421,31226,15.61,College diploma or apprenticeship (2+ years),3900,2200,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/7735/ca
Electrical mechanics,"Trades, transport and equipment operators",electrical-mechanics,72422,61437,30.72,College diploma or apprenticeship (2+ years),10900,4300,6,Moderate Shortage,Moderate risk of Shortage,Strong signs of Shortage,https://www.jobbank.gc.ca/marketreport/summary-occupation/7782/ca
"Motorcycle, all-terrain vehicle and other related mechanics","Trades, transport and equipment operators",motorcycle-all-terrain-vehicle-and-other-related-mechanics,72423,51481,25.74,College diploma or apprenticeship (2+ years),12500,4800,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/15006/ca
Other small engine and small equipment repairers,"Trades, transport and equipment operators",other-small-engine-and-small-equipment-repairers,72429,52214,26.11,College diploma or apprenticeship (2+ years),3500,1500,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/21583/ca
Crane operators,"Trades, transport and equipment operators",crane-operators,72500,64261,32.13,College diploma or apprenticeship (2+ years),16600,5900,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/7891/ca
Water well drillers,"Trades, transport and equipment operators",water-well-drillers,72501,0,0.0,College diploma or apprenticeship (2+ years),1200,500,6,Moderate Shortage,Moderate risk of Shortage,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/14938/ca
"Air pilots, flight engineers and flying instructors","Trades, transport and equipment operators",air-pilots-flight-engineers-and-flying-instructors,72600,60681,30.34,College diploma or apprenticeship (2+ years),19200,8700,12,Strong Shortage,Strong risk of Shortage,Moderate signs of Shortage,https://www.jobbank.gc.ca/marketreport/summary-occupation/18145/ca
Air traffic controllers and related occupations,"Trades, transport and equipment operators",air-traffic-controllers-and-related-occupations,72601,52815,26.41,College diploma or apprenticeship (2+ years),4600,1400,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/trend-analysis/search-occupations?searchKeyword=Air%20traffic%20controllers%20and%20related%20occupations
"Deck officers, water transport","Trades, transport and equipment operators",deck-officers-water-transport,72602,96148,48.07,College diploma or apprenticeship (2+ years),6200,2700,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/trend-analysis/search-occupations?searchKeyword=Deck%20officers%2C%20water%20transport
"Engineer officers, water transport","Trades, transport and equipment operators",engineer-officers-water-transport,72603,93564,46.78,College diploma or apprenticeship (2+ years),4100,1700,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/3701/ca
Railway traffic controllers and marine traffic regulators,"Trades, transport and equipment operators",railway-traffic-controllers-and-marine-traffic-regulators,72604,99429,49.71,College diploma or apprenticeship (2+ years),,,,Undetermined,Undetermined,N/A,https://www.jobbank.gc.ca/trend-analysis/search-occupations?searchKeyword=Railway%20traffic%20controllers%20and%20marine%20traffic%20regulators
Other technical trades and related occupations,"Trades, transport and equipment operators",other-technical-trades-and-related-occupations,72999,47959,23.98,College diploma or apprenticeship (2+ years),9700,4000,6,Moderate Shortage,Moderate risk of Shortage,Moderate signs of Shortage,https://www.jobbank.gc.ca/marketreport/summary-occupation/14952/ca
Concrete finishers,"Trades, transport and equipment operators",concrete-finishers,73100,52629,26.31,College diploma or apprenticeship (<2 years),13400,4300,6,Moderate Shortage,Moderate risk of Shortage,Moderate signs of Shortage,https://www.jobbank.gc.ca/marketreport/summary-occupation/6489/ca
Tilesetters,"Trades, transport and equipment operators",tilesetters,73101,25568,12.78,College diploma or apprenticeship (<2 years),10100,3200,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/17013/ca
"Plasterers, drywall installers and finishers and lathers","Trades, transport and equipment operators",plasterers-drywall-installers-and-finishers-and-lathers,73102,31959,15.98,College diploma or apprenticeship (<2 years),27500,7400,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/21514/ca
Roofers and shinglers,"Trades, transport and equipment operators",roofers-and-shinglers,73110,32574,16.29,College diploma or apprenticeship (<2 years),23000,7500,6,Moderate Shortage,Moderate risk of Shortage,Moderate signs of Shortage,https://www.jobbank.gc.ca/marketreport/summary-occupation/17033/ca
Glaziers,"Trades, transport and equipment operators",glaziers,73111,43959,21.98,College diploma or apprenticeship (<2 years),5400,2200,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/6509/ca
Painters and decorators (except interior decorators),"Trades, transport and equipment operators",painters-and-decorators-except-interior-decorators,73112,19575,9.79,College diploma or apprenticeship (<2 years),39200,14300,6,Moderate Shortage,Moderate risk of Shortage,Moderate signs of Shortage,https://www.jobbank.gc.ca/marketreport/summary-occupation/6521/ca
Floor covering installers,"Trades, transport and equipment operators",floor-covering-installers,73113,20250,10.12,College diploma or apprenticeship (<2 years),16600,6100,6,Moderate Shortage,Moderate risk of Shortage,Moderate signs of Shortage,https://www.jobbank.gc.ca/marketreport/summary-occupation/21550/ca
Residential and commercial installers and servicers,"Trades, transport and equipment operators",residential-and-commercial-installers-and-servicers,73200,28250,14.12,College diploma or apprenticeship (<2 years),57400,18700,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/8187/ca
General building maintenance workers and building superintendents,"Trades, transport and equipment operators",general-building-maintenance-workers-and-building-superintendents,73201,41647,20.82,College diploma or apprenticeship (<2 years),76400,48500,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/14393/ca
Pest controllers and fumigators,"Trades, transport and equipment operators",pest-controllers-and-fumigators,73202,43763,21.88,College diploma or apprenticeship (<2 years),3500,2400,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/15172/ca
Other repairers and servicers,"Trades, transport and equipment operators",other-repairers-and-servicers,73209,33170,16.59,College diploma or apprenticeship (<2 years),16600,6500,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/26160/ca
Transport truck drivers,"Trades, transport and equipment operators",transport-truck-drivers,73300,28089,14.04,College diploma or apprenticeship (<2 years),319400,148900,6,Moderate Shortage,Moderate risk of Shortage,Moderate signs of Shortage,https://www.jobbank.gc.ca/marketreport/summary-occupation/10553/ca
"Bus drivers, subway operators and other transit operators","Trades, transport and equipment operators",bus-drivers-subway-operators-and-other-transit-operators,73301,57142,28.57,College diploma or apprenticeship (<2 years),101000,67800,2,Balance,Balance,Moderate signs of Shortage,https://www.jobbank.gc.ca/marketreport/summary-occupation/23319/ca
Railway and yard locomotive engineers,"Trades, transport and equipment operators",railway-and-yard-locomotive-engineers,73310,133628,66.81,College diploma or apprenticeship (<2 years),6200,2500,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/trend-analysis/search-occupations?searchKeyword=Railway%20and%20yard%20locomotive%20engineers
Railway conductors and brakemen/women,"Trades, transport and equipment operators",railway-conductors-and-brakemen-women,73311,80777,40.39,College diploma or apprenticeship (<2 years),5700,900,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/7879/ca
Heavy equipment operators,"Trades, transport and equipment operators",heavy-equipment-operators,73400,63333,31.67,College diploma or apprenticeship (<2 years),75900,30300,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/15018/ca
Printing press operators,"Trades, transport and equipment operators",printing-press-operators,73401,40057,20.03,College diploma or apprenticeship (<2 years),14600,5800,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/10477/ca
"Drillers and blasters - surface mining, quarrying and construction","Trades, transport and equipment operators",drillers-and-blasters-surface-mining-quarrying-and-construction,73402,76769,38.38,College diploma or apprenticeship (<2 years),2200,800,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/10439/ca
Mail and parcel sorters and related occupations,"Trades, transport and equipment operators",mail-and-parcel-sorters-and-related-occupations,74100,42246,21.12,Secondary school diploma,22200,12100,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/2395/ca
Letter carriers,"Trades, transport and equipment operators",letter-carriers,74101,62274,31.14,Secondary school diploma,33000,16500,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/15239/ca
Couriers and messengers,"Trades, transport and equipment operators",couriers-and-messengers,74102,30098,15.05,Secondary school diploma,20100,9800,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/2427/ca
Railway yard and track maintenance workers,"Trades, transport and equipment operators",railway-yard-and-track-maintenance-workers,74200,82300,41.15,Secondary school diploma,7600,1500,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/21696/ca
Water transport deck and engine room crew,"Trades, transport and equipment operators",water-transport-deck-and-engine-room-crew,74201,63066,31.53,Secondary school diploma,5500,1800,6,Moderate Shortage,Moderate risk of Shortage,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/21733/ca
Air transport ramp attendants,"Trades, transport and equipment operators",air-transport-ramp-attendants,74202,29148,14.57,Secondary school diploma,13600,4200,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/8082/ca
Automotive and heavy truck and equipment parts installers and servicers,"Trades, transport and equipment operators",automotive-and-heavy-truck-and-equipment-parts-installers-and-servicers,74203,30630,15.31,Secondary school diploma,14900,3000,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/8257/ca
Utility maintenance workers,"Trades, transport and equipment operators",utility-maintenance-workers,74204,58859,29.43,Secondary school diploma,8100,3000,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/8223/ca
Public works maintenance equipment operators and related workers,"Trades, transport and equipment operators",public-works-maintenance-equipment-operators-and-related-workers,74205,57433,28.72,Secondary school diploma,29800,15700,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/25644/ca
Longshore workers,"Trades, transport and equipment operators",longshore-workers,75100,115333,57.67,Short-term work demonstration,7300,3200,-4,Moderate Surplus,Moderate risk of Surplus,Strong signs of Surplus,https://www.jobbank.gc.ca/marketreport/summary-occupation/8372/ca
Material handlers,"Trades, transport and equipment operators",material-handlers,75101,34530,17.27,Short-term work demonstration,229400,83200,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/15185/ca
Construction trades helpers and labourers,"Trades, transport and equipment operators",construction-trades-helpers-and-labourers,75110,29990,14.99,Short-term work demonstration,143200,38200,6,Moderate Shortage,Moderate risk of Shortage,Moderate signs of Shortage,https://www.jobbank.gc.ca/marketreport/summary-occupation/8410/ca
Other trades helpers and labourers,"Trades, transport and equipment operators",other-trades-helpers-and-labourers,75119,29344,14.67,Short-term work demonstration,7300,1500,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/16727/ca
Taxi and limousine drivers and chauffeurs,"Trades, transport and equipment operators",taxi-and-limousine-drivers-and-chauffeurs,75200,6239,3.12,Short-term work demonstration,62100,32500,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/trend-analysis/search-occupations?searchKeyword=Taxi%20and%20limousine%20drivers%20and%20chauffeurs
Delivery service drivers and door-to-door distributors,"Trades, transport and equipment operators",delivery-service-drivers-and-door-to-door-distributors,75201,13442,6.72,Short-term work demonstration,97900,48400,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/21667/ca
Boat and cable ferry operators and related occupations,"Trades, transport and equipment operators",boat-and-cable-ferry-operators-and-related-occupations,75210,58514,29.26,Short-term work demonstration,2600,1600,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/26765/ca
Railway and motor transport labourers,"Trades, transport and equipment operators",railway-and-motor-transport-labourers,75211,32955,16.48,Short-term work demonstration,4600,1700,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/8653/ca
Public works and maintenance labourers,"Trades, transport and equipment operators",public-works-and-maintenance-labourers,75212,41393,20.7,Short-term work demonstration,28100,9800,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/8633/ca
Managers in natural resources production and fishing,Natural resources and agriculture,managers-in-natural-resources-production-and-fishing,80010,138573,69.29,Management experience,13800,7000,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/41/ca
Managers in agriculture,Natural resources and agriculture,managers-in-agriculture,80020,24633,12.32,Management experience,122400,52100,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/8789/ca
Managers in horticulture,Natural resources and agriculture,managers-in-horticulture,80021,55786,27.89,Management experience,7300,2100,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/8917/ca
Managers in aquaculture,Natural resources and agriculture,managers-in-aquaculture,80022,28444,14.22,Management experience,,,,Undetermined,Undetermined,N/A,https://www.jobbank.gc.ca/marketreport/summary-occupation/9133/ca
"Supervisors, logging and forestry",Natural resources and agriculture,supervisors-logging-and-forestry,82010,82536,41.27,College diploma or apprenticeship (2+ years),4900,1700,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/8691/ca
"Supervisors, mining and quarrying",Natural resources and agriculture,supervisors-mining-and-quarrying,82020,60396,30.2,College diploma or apprenticeship (2+ years),8500,3400,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/20114/ca
"Contractors and supervisors, oil and gas drilling and services",Natural resources and agriculture,contractors-and-supervisors-oil-and-gas-drilling-and-services,82021,89718,44.86,College diploma or apprenticeship (2+ years),17900,6100,6,Moderate Shortage,Moderate risk of Shortage,Moderate signs of Shortage,https://www.jobbank.gc.ca/marketreport/summary-occupation/24976/ca
Agricultural service contractors and farm supervisors,Natural resources and agriculture,agricultural-service-contractors-and-farm-supervisors,82030,48518,24.26,College diploma or apprenticeship (2+ years),8700,2500,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/26293/ca
"Contractors and supervisors, landscaping, grounds maintenance and horticulture services",Natural resources and agriculture,contractors-and-supervisors-landscaping-grounds-maintenance-and-horticulture-services,82031,38652,19.33,College diploma or apprenticeship (2+ years),25200,5300,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/26822/ca
Underground production and development miners,Other occupations,underground-production-and-development-miners,83100,94444,47.22,College diploma or apprenticeship (<2 years),29400,9900,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/8724/ca
"Oil and gas well drillers, servicers, testers and related workers",Other occupations,oil-and-gas-well-drillers-servicers-testers-and-related-workers,83101,51033,25.52,College diploma or apprenticeship (<2 years),23500,9400,2,Balance,Balance,Moderate signs of Shortage,https://www.jobbank.gc.ca/marketreport/summary-occupation/20148/ca
Logging machinery operators,Other occupations,logging-machinery-operators,83110,68440,34.22,College diploma or apprenticeship (<2 years),7800,5700,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/21777/ca
Fishing masters and officers,Other occupations,fishing-masters-and-officers,83120,0,0.0,College diploma or apprenticeship (<2 years),,,,Undetermined,Undetermined,N/A,https://www.jobbank.gc.ca/marketreport/summary-occupation/9141/ca
Fishermen/women,Other occupations,fishermen-women,83121,21722,10.86,College diploma or apprenticeship (<2 years),10600,3900,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/20171/ca
Underground mine service and support workers,Natural resources and agriculture,underground-mine-service-and-support-workers,84100,58807,29.4,Secondary school diploma,3100,800,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/9175/ca
Oil and gas well drilling and related workers and services operators,Natural resources and agriculture,oil-and-gas-well-drilling-and-related-workers-and-services-operators,84101,78662,39.33,Secondary school diploma,4300,1000,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/26427/ca
Chain saw and skidder operators,Natural resources and agriculture,chain-saw-and-skidder-operators,84110,35511,17.76,Secondary school diploma,4200,1700,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/9216/ca
Silviculture and forestry workers,Natural resources and agriculture,silviculture-and-forestry-workers,84111,34348,17.17,Secondary school diploma,3000,800,-4,Moderate Surplus,Moderate risk of Surplus,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/9243/ca
Specialized livestock workers and farm machinery operators,Natural resources and agriculture,specialized-livestock-workers-and-farm-machinery-operators,84120,31322,15.66,Secondary school diploma,29100,9400,12,Strong Shortage,Strong risk of Shortage,Strong signs of Shortage,https://www.jobbank.gc.ca/marketreport/summary-occupation/26306/ca
Fishing vessel deckhands,Natural resources and agriculture,fishing-vessel-deckhands,84121,22700,11.35,Secondary school diploma,3300,1100,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/9359/ca
Livestock labourers,Natural resources and agriculture,livestock-labourers,85100,33755,16.88,Short-term work demonstration,30600,5800,12,Strong Shortage,Strong risk of Shortage,Strong signs of Shortage,https://www.jobbank.gc.ca/marketreport/summary-occupation/9274/ca
Harvesting labourers,Natural resources and agriculture,harvesting-labourers,85101,15247,7.62,Short-term work demonstration,22900,4500,12,Strong Shortage,Strong risk of Shortage,Strong signs of Shortage,https://www.jobbank.gc.ca/marketreport/summary-occupation/9370/ca
Aquaculture and marine harvest labourers,Natural resources and agriculture,aquaculture-and-marine-harvest-labourers,85102,45225,22.61,Short-term work demonstration,3100,800,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/22014/ca
Nursery and greenhouse labourers,Natural resources and agriculture,nursery-and-greenhouse-labourers,85103,24714,12.36,Short-term work demonstration,22200,5100,6,Moderate Shortage,Moderate risk of Shortage,Strong signs of Shortage,https://www.jobbank.gc.ca/marketreport/summary-occupation/23344/ca
Trappers and hunters,Natural resources and agriculture,trappers-and-hunters,85104,0,0.0,Short-term work demonstration,,,,Undetermined,Undetermined,N/A,https://www.jobbank.gc.ca/marketreport/summary-occupation/20190/ca
Mine labourers,Natural resources and agriculture,mine-labourers,85110,59177,29.59,Short-term work demonstration,3100,300,6,Moderate Shortage,Moderate risk of Shortage,Moderate signs of Shortage,https://www.jobbank.gc.ca/marketreport/summary-occupation/9397/ca
"Oil and gas drilling, servicing and related labourers",Natural resources and agriculture,oil-and-gas-drilling-servicing-and-related-labourers,85111,57771,28.89,Short-term work demonstration,5100,800,2,Balance,Balance,Moderate signs of Shortage,https://www.jobbank.gc.ca/marketreport/summary-occupation/20235/ca
Logging and forestry labourers,Natural resources and agriculture,logging-and-forestry-labourers,85120,19180,9.59,Short-term work demonstration,2300,800,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/23756/ca
Landscaping and grounds maintenance labourers,Natural resources and agriculture,landscaping-and-grounds-maintenance-labourers,85121,18626,9.31,Short-term work demonstration,80300,36800,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/20214/ca
Manufacturing managers,Manufacturing and utilities,manufacturing-managers,90010,70374,35.19,Management experience,110100,46700,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/72/ca
Utilities managers,Manufacturing and utilities,utilities-managers,90011,114148,57.07,Management experience,16400,7100,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/17654/ca
"Supervisors, mineral and metal processing",Manufacturing and utilities,supervisors-mineral-and-metal-processing,92010,68259,34.13,College diploma or apprenticeship (2+ years),10100,4100,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/9433/ca
"Supervisors, petroleum, gas and chemical processing and utilities",Manufacturing and utilities,supervisors-petroleum-gas-and-chemical-processing-and-utilities,92011,76044,38.02,College diploma or apprenticeship (2+ years),19900,8100,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/27277/ca
"Supervisors, food and beverage processing",Manufacturing and utilities,supervisors-food-and-beverage-processing,92012,55418,27.71,College diploma or apprenticeship (2+ years),26800,11800,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/9588/ca
"Supervisors, plastic and rubber products manufacturing",Manufacturing and utilities,supervisors-plastic-and-rubber-products-manufacturing,92013,58711,29.36,College diploma or apprenticeship (2+ years),9400,5500,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/9707/ca
"Supervisors, forest products processing",Manufacturing and utilities,supervisors-forest-products-processing,92014,73977,36.99,College diploma or apprenticeship (2+ years),11300,3900,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/20286/ca
"Supervisors, textile, fabric, fur and leather products processing and manufacturing",Manufacturing and utilities,supervisors-textile-fabric-fur-and-leather-products-processing-and-manufacturing,92015,43359,21.68,College diploma or apprenticeship (2+ years),3400,1600,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/trend-analysis/search-occupations?searchKeyword=Supervisors%2C%20textile%2C%20fabric%2C%20fur%20and%20leather%20products%20processing%20and%20manufacturing
"Supervisors, motor vehicle assembling",Manufacturing and utilities,supervisors-motor-vehicle-assembling,92020,67226,33.61,College diploma or apprenticeship (2+ years),13000,6800,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/trend-analysis/search-occupations?searchKeyword=Supervisors%2C%20motor%20vehicle%20assembling
"Supervisors, electronics and electrical products manufacturing",Manufacturing and utilities,supervisors-electronics-and-electrical-products-manufacturing,92021,51944,25.97,College diploma or apprenticeship (2+ years),4400,2600,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/22058/ca
"Supervisors, furniture and fixtures manufacturing",Manufacturing and utilities,supervisors-furniture-and-fixtures-manufacturing,92022,56203,28.1,College diploma or apprenticeship (2+ years),5700,2800,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/7308/ca
"Supervisors, other mechanical and metal products manufacturing",Manufacturing and utilities,supervisors-other-mechanical-and-metal-products-manufacturing,92023,70603,35.3,College diploma or apprenticeship (2+ years),18600,7500,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/22117/ca
"Supervisors, other products manufacturing and assembly",Manufacturing and utilities,supervisors-other-products-manufacturing-and-assembly,92024,58903,29.45,College diploma or apprenticeship (2+ years),12600,4700,2,Balance,Balance,Balance,https://www.jobbank.gc.ca/marketreport/summary-occupation/296055/ca
